,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID,x,y
667,98589,63432005569,WEGEFORTH ELEMENTARY,3443 EDIWHAR AVE.,SAN DIEGO,CA,92123,2207,(858) 987-5900,1,1,206,SAN DIEGO,6073,USA,32.805444429,-117.135879451,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005569,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/wegeforth,ELEMENTARY,195,KG,05,634320,11,10776475,-13039506.4541076,3869508.34699633
671,98960,63432005567,WASHINGTON ELEMENTARY,1789 STATE ST.,SAN DIEGO,CA,92101,2598,(619) 344-6300,1,1,293,SAN DIEGO,6073,USA,32.723893854,-117.166484994,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005567,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/washington,ELEMENTARY,279,KG,05,634320,14,10814543,-13042913.4475698,3858712.57499619
675,99133,63738006316,GODFREY G. BERRY ELEMENTARY,2001 RIMBEY ST.,SAN DIEGO,CA,92154,3032,(619) 628-3500,1,1,397,SAN DIEGO,6073,USA,32.5673759580001,-117.091002187,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063738006316,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,HIGH,381,KG,06,637380,16,NOT AVAILABLE,-13034510.7399309,3838020.1448131
681,100497,63432005453,ERICSON ELEMENTARY,11174 W.ONHILL DR.,SAN DIEGO,CA,92126,1943,(858) 271-0505,1,1,690,SAN DIEGO,6073,USA,32.926548929,-117.136451524,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005453,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://new.sandi.net/schools/ericson,HIGH,663,KG,05,634320,27,10814358,-13039570.1369827,3885558.61556744
690,102199,63432007682,ALBA,4041 OREGON ST.,SAN DIEGO,CA,92104,1706,(619) 344-3900,4,1,34,SAN DIEGO,6073,USA,32.7508408780001,-117.134838114,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007682,1/29/2010 12:00:00 AM,IMAGERY/OTHER,1/23/2020 12:00:00 AM,NOT AVAILABLE,,27,01,12,634320,7,NOT AVAILABLE,-13039390.533003,3862278.76361699
696,103475,60146814198,AMERICA'S FINEST CHARTER,730 45TH ST.,SAN DIEGO,CA,92102,3619,(619) 694-4809,1,1,485,SAN DIEGO,6073,USA,32.712733143,-117.098415713,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060146814198,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://americasfinestcharterschool.org,,457,KG,12,601468,28,NOT AVAILABLE,-13035336.0098702,3857235.87410048
698,103487,60148312630,SAN DIEGO GLOBAL VISION ACADEMY,3430 SCH ST.,SAN DIEGO,CA,92116,3423,(619) 600-5321,1,1,451,SAN DIEGO,6073,USA,32.762678072,-117.119084419,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060148312630,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.sdgva.org,,430,KG,08,601483,21,NOT AVAILABLE,-13037636.8396975,3863845.64743871
700,103505,60150313795,ELEVATE CHARTER,2285 MURRAY RIDGE RD.,SAN DIEGO,CA,92123,3934,(858) 751-4774,1,1,384,SAN DIEGO,6073,USA,32.786563916,-117.144161059,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060150313795,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.elevateschool.com,,366,KG,06,601503,18,NOT AVAILABLE,-13040428.3584931,3867008.03988448
702,103510,60151013655,HEALTH SCIENCES MIDDLE,3910 UNIV AVE. STE. 100,SAN DIEGO,CA,92105,7302,(619) 528-9070,1,2,-999,SAN DIEGO,6073,USA,32.7499859170001,-117.10996345,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060151013655,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hshmc.org,,-999,M,M,601510,-999,NOT AVAILABLE,-13036621.4980729,3862165.60089397
703,103515,60151511386,HIGH TECH HIGH MEDIA ARTS,2230 TRUXTUN RD.,SAN DIEGO,CA,92106,6039,(619) 398-8620,1,1,425,SAN DIEGO,6073,USA,32.7345577940001,-117.219763882,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060151511386,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,404,09,12,601515,21,NOT AVAILABLE,-13048844.426252,3860123.71959721
707,103525,60152711385,IFTIN CHARTER,5465 EL CAJON BLVD.,SAN DIEGO,CA,92115,3620,(619) 265-2411,1,1,380,SAN DIEGO,6073,USA,32.756840047,-117.077228787,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060152711385,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.iftincharter.net,,363,KG,08,601527,17,NOT AVAILABLE,-13032977.4920564,3863072.84477619
708,103529,60153313917,INGENUITY CHARTER,6130 SKYLINE DR.,SAN DIEGO,CA,92114,5620,(619) 335-8780,1,1,226,SAN DIEGO,6073,USA,32.7028758020001,-117.066581542,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060153313917,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.ingenuitycharter.org,,218,06,12,601533,8,NOT AVAILABLE,-13031792.2461647,3855931.77891496
710,103540,60154505492,KEILLER LEADERSHIP ACADEMY,7270 LISBON ST.,SAN DIEGO,CA,92114,3007,(619) 263-9266,1,1,633,SAN DIEGO,6073,USA,32.7133079860001,-117.042285678,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060154505492,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.mykla.org,,593,KG,08,601545,40,NOT AVAILABLE,-13029087.6429558,3857311.92846641
712,103568,60157611263,KIPP ADELANTE PREPARATORY ACADEMY,426 EUCLID AVE.,SAN DIEGO,CA,92114,2203,(619) 233-3242,1,1,341,SAN DIEGO,6073,USA,32.7085492150001,-117.089127368,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060157611263,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kippadelante.org,,327,05,08,601576,14,NOT AVAILABLE,-13034302.0360345,3856682.33599717
714,103577,60158510381,KING-CHAVEZ ACADEMY OF EXCELLENCE,2716 MARCY AVE.,SAN DIEGO,CA,92113,2412,(619) 232-2825,1,1,291,SAN DIEGO,6073,USA,32.697990787,-117.136230438,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060158510381,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.net,,277,KG,08,601585,14,NOT AVAILABLE,-13039545.5258017,3855285.5601921
716,103609,60162712261,INNOVATIONS ACADEMY,5454 RUFFIN RD.,SAN DIEGO,CA,92123,1313,(858) 271-1414,1,1,432,SAN DIEGO,6073,USA,32.8343191660001,-117.127241954,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162712261,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://innovationsacademy.org,,412,KG,08,601627,20,NOT AVAILABLE,-13038544.9323398,3873333.19589627
722,103640,60166213201,KAVOD CHARTER,6991 BALBOA AVE.,SAN DIEGO,CA,92111,3447,(858) 386-0887,1,1,379,SAN DIEGO,6073,USA,32.819570658,-117.168166335,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060166213201,3/17/2021 12:00:00 AM,IMAGERY,5/13/2022 12:00:00 AM,http://www.kavodelementary.org,,357,KG,07,601662,22,NOT AVAILABLE,-13043100.6135938,3871379.40149276
724,103658,60168711767,KING-CHAVEZ PREPARATORY ACADEMY,500 30TH ST.,SAN DIEGO,CA,92102,3090,(619) 744-3828,1,1,360,SAN DIEGO,6073,USA,32.7109471750001,-117.130519246,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060168711767,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.org,,346,06,08,601687,14,NOT AVAILABLE,-13038909.7588164,3856999.58546789
727,103670,60170012961,CITY HEIGHTS PREPARATORY CHARTER,4260 54TH ST.,SAN DIEGO,CA,92115,6009,(619) 795-3137,1,1,140,SAN DIEGO,6073,USA,32.754033178,-117.080118909,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060170012961,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.cityheightsprep.org,,133,06,12,601700,7,NOT AVAILABLE,-13033299.2189658,3862701.30636239
731,103717,60175308599,HIGH TECH HIGH,2861 WOMBLE RD.,SAN DIEGO,CA,92106,6025,(619) 243-5000,1,1,543,SAN DIEGO,6073,USA,32.7349153530001,-117.217363892,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060175308599,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,527,09,12,601753,16,NOT AVAILABLE,-13048577.2605873,3860171.03781598
733,103729,60176808602,HIGH TECH ELEMENTARY EXPLORER,2230 TRUXTUN RD.,SAN DIEGO,CA,92106,6128,(619) 795-3600,1,1,417,SAN DIEGO,6073,USA,32.734504805,-117.219806887,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060176808602,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhig.org,,401,KG,05,601768,16,NOT AVAILABLE,-13048849.2135467,3860116.70721794
735,103746,60178812386,GOMPERS PREPARATORY ACADEMY,1005 47TH ST.,SAN DIEGO,CA,92102,3626,(619) 263-2171,1,1,1399,SAN DIEGO,6073,USA,32.716066074,-117.091658019,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060178812386,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.gomperscharter.org,,1337,06,12,601788,62,NOT AVAILABLE,-13034583.7468152,3857676.84297864
737,103764,60180811262,HIGH TECH MIDDLE,2359 TRUXTUN RD.,SAN DIEGO,CA,92106,6049,(619) 814-5060,1,1,356,SAN DIEGO,6073,USA,32.7354883520001,-117.217810354,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060180811262,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,341,06,08,601808,15,NOT AVAILABLE,-13048626.9605098,3860246.86707373
738,103765,60180910636,SAN DIEGO COOPERATIVE CHARTER,7260 LINDA VISTA RD.,SAN DIEGO,CA,92111,6128,(858) 496-1613,1,1,411,SAN DIEGO,6073,USA,32.7913433530001,-117.166897017,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060180910636,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.sdccs.org,,390,KG,08,601809,21,NOT AVAILABLE,-13042959.3137604,3867640.92061485
740,103773,60181703943,HARRIET TUBMAN VILLAGE CHARTER,6880 MOHAWK ST.,SAN DIEGO,CA,92115,1728,(619) 668-8635,1,1,431,SAN DIEGO,6073,USA,32.770174555,-117.04968051,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060181703943,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.tubmancharter.org,,414,KG,08,601817,17,NOT AVAILABLE,-13029910.8318886,3864838.06111984
747,103828,60187603939,CHARTER SCHOOL OF SAN DIEGO,10170 HUENNEKENS ST.,SAN DIEGO,CA,92121,2964,(858) 678-2020,1,1,1770,SAN DIEGO,6073,USA,32.90270966,-117.184113448,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060187603939,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.charterschool-sandiego.net,,1722,06,12,601876,48,NOT AVAILABLE,-13044875.8380926,3882397.40661714
748,103830,60187811155,HIGH TECH MIDDLE MEDIA ARTS,2230 TRUXTUN RD. 2ND FL.,SAN DIEGO,CA,92106,6125,(619) 398-8640,1,1,355,SAN DIEGO,6073,USA,32.7345791820001,-117.220002191,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060187811155,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,340,06,08,601878,15,NOT AVAILABLE,-13048870.9546885,3860126.55001165
749,103840,60189111138,HIGH TECH HIGH INTERNATIONAL,2855 FARRAGUT RD.,SAN DIEGO,CA,92106,6029,(619) 398-4900,1,1,422,SAN DIEGO,6073,USA,32.7332279020001,-117.218978936,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060189111138,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,403,09,12,601891,19,NOT AVAILABLE,-13048757.046463,3859947.72759338
750,103842,60189312767,SAN DIEGO VIRTUAL,2878 CAMINO DEL RIO S. STE. 410,SAN DIEGO,CA,92108,3848,(619) 713-7271,1,1,456,SAN DIEGO,6073,USA,32.771429536,-117.130439436,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060189312767,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,NOT AVAILABLE,,433,KG,12,601893,23,NOT AVAILABLE,-13038900.8744079,3865004.20857043
751,103845,60189611766,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,458 26TH ST.,SAN DIEGO,CA,92102,1718,(619) 780-0400,1,1,630,SAN DIEGO,6073,USA,32.710271273,-117.138302082,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060189611766,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.aeacs.org,,601,06,08,601896,29,NOT AVAILABLE,-13039776.1401569,3856910.16294987
757,103924,60198714294,SUNCOAST STEAM ACADEMY,3678 AERO CT.,SAN DIEGO,CA,92123,1788,(760) 630-4080,1,1,117,SAN DIEGO,6073,USA,32.809053949,-117.14917124,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060198714294,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://suncoaststeam.org,,113,06,12,601987,4,NOT AVAILABLE,-13040986.0892908,3869986.40869367
762,103939,60200212786,OLD TOWN ACADEMY K-8 CHARTER,2120 SAN DIEGO AVE.,SAN DIEGO,CA,92110,2901,(619) 574-6225,1,1,257,SAN DIEGO,6073,USA,32.7467548020001,-117.189210149,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060200212786,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.oldtownacademy.org,,249,KG,08,602002,8,NOT AVAILABLE,-13045443.2002526,3861737.93999966
764,103949,60201505556,KING-CHAVEZ PRIMARY ACADEMY,415 31ST ST.,SAN DIEGO,CA,92102,4236,(619) 525-7320,1,1,342,SAN DIEGO,6073,USA,32.7098078990001,-117.126762889,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060201505556,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.org,,327,KG,03,602015,15,NOT AVAILABLE,-13038491.603068,3856848.8584926
766,103978,60204914415,HIGH TECH ELEMENTARY MESA,5331 MT. ALIFAN DR.,SAN DIEGO,CA,92111,2622,(619) 243-5014,1,1,324,SAN DIEGO,6073,USA,32.8154978700001,-117.181731753,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060204914415,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,312,KG,05,602049,12,NOT AVAILABLE,-13044610.7090179,3870839.91998034
769,104005,60207914199,DIEGO HILLS CENTRAL PUBLIC CHARTER,4348 54TH ST.,SAN DIEGO,CA,92115,5300,(619) 286-0312,1,1,402,SAN DIEGO,6073,USA,32.756734995,-117.080271148,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060207914199,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.dhcentralcharter.org,,381,KG,12,602079,21,NOT AVAILABLE,-13033316.1661338,3863058.93908786
770,104028,60210607689,MUSEUM,211 MAPLE ST.,SAN DIEGO,CA,92103,6527,(619) 236-8712,1,1,233,SAN DIEGO,6073,USA,32.7320681900001,-117.162424733,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060210607689,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.museumschool.org,,222,KG,08,602106,11,NOT AVAILABLE,-13042461.4613828,3859794.25859861
772,104031,60211012640,SCHOOL FOR ENTREPRENEURSHIP AND TECHNOLOGY,3540 AERO CT.,SAN DIEGO,CA,92123,1711,(858) 874-4338,1,1,209,SAN DIEGO,6073,USA,32.807120533,-117.148912776,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060211012640,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://sethigh.org,,196,09,12,602110,13,NOT AVAILABLE,-13040957.3172099,3869730.33562864
775,104053,60213610056,THE O'FARRELL CHARTER,6130 SKYLINE DR.,SAN DIEGO,CA,92114,5620,(619) 263-3009,1,1,2024,SAN DIEGO,6073,USA,32.7024404430001,-117.06627178,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060213610056,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://ofarrellschool.org,,1929,KG,12,602136,95,NOT AVAILABLE,-13031757.7636166,3855874.18561162
778,104094,60218512195,KING-CHAVEZ COMMUNITY HIGH,201 A ST.,SAN DIEGO,CA,92101,4003,(619) 704-1020,1,1,326,SAN DIEGO,6073,USA,32.7185762710001,-117.162676717,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060218512195,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.org,,310,09,12,602185,16,NOT AVAILABLE,-13042489.5121134,3858008.9695703
779,104106,60219811391,KING-CHAVEZ ATHLETICS ACADEMY,415 31ST ST.,SAN DIEGO,CA,92102,4236,(619) 525-7320,1,2,-999,SAN DIEGO,6073,USA,32.709815383,-117.12662943,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060219811391,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.org,,-999,M,M,602198,-999,NOT AVAILABLE,-13038476.74648,3856849.84862451
782,104136,60223214427,HIGH TECH MIDDLE MESA,5331 MT. ALIFAN DR.,SAN DIEGO,CA,92111,2622,(619) 243-5014,1,1,244,SAN DIEGO,6073,USA,32.8158038510001,-117.18088117,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060223214427,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,233,06,08,602232,11,NOT AVAILABLE,-13044516.0225515,3870880.44936549
787,104175,60227505339,MCGILL SCHOOL OF SUCCESS,3025 FIR ST.,SAN DIEGO,CA,92102,1123,(619) 629-0770,1,1,148,SAN DIEGO,6073,USA,32.7250861750001,-117.12959628,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060227505339,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.mcgillschoolofsuccess.org,,142,KG,05,602275,6,NOT AVAILABLE,-13038807.0147113,3858870.3448229
788,104180,60228011390,KING-CHAVEZ ARTS AND ATHLETICS ACADEMY,415 31ST ST.,SAN DIEGO,CA,92102,4236,(619) 525-7320,1,1,279,SAN DIEGO,6073,USA,32.7097704230001,-117.126647648,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060228011390,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.org,,269,03,05,602280,10,NOT AVAILABLE,-13038478.7744985,3856843.90042548
792,104200,60230208306,HOLLY DRIVE LEADERSHIP ACADEMY,4801 ELM ST.,SAN DIEGO,CA,92102,1354,(619) 266-7333,1,1,134,SAN DIEGO,6073,USA,32.722642197,-117.092114579,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060230208306,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hdla.org,,128,KG,08,602302,6,NOT AVAILABLE,-13034634.5708419,3858546.95600459
793,104220,60232311139,LEARNING CHOICE ACADEMY,9950 SCRIPPS LAKE DR. STE. #105,SAN DIEGO,CA,92131,1082,(858) 536-8388,1,1,250,SAN DIEGO,6073,USA,32.9119197300001,-117.111321276,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060232311139,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.learningchoice.org,,239,KG,12,602323,11,NOT AVAILABLE,-13036772.6505718,3883618.608068
795,104234,60234114220,HIGH TECH HIGH MESA,5331 MT. ALIFAN,SAN DIEGO,CA,92111,2622,(619) 795-1810,1,1,333,SAN DIEGO,6073,USA,32.815647735,-117.180841399,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060234114220,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,318,09,12,602341,15,NOT AVAILABLE,-13044511.595264,3870859.77066051
797,104254,60236401220,DARNALL CHARTER,6020 HUGHES ST.,SAN DIEGO,CA,92115,6520,(619) 582-1822,1,1,639,SAN DIEGO,6073,USA,32.7471012550001,-117.067333792,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060236401220,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://darnallcharter.org,,610,KG,08,602364,29,NOT AVAILABLE,-13031875.9862516,3861783.79475907
799,104263,60237412179,HEALTH SCIENCES HIGH AND MIDDLE COLLEGE,3910 UNIV AVE. STE. 100,SAN DIEGO,CA,92105,7302,(619) 528-9070,1,1,644,SAN DIEGO,6073,USA,32.7499698030001,-117.110081096,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060237412179,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hshmc.org,,615,09,12,602374,29,NOT AVAILABLE,-13036634.5943657,3862163.46805375
800,104264,60237513803,EMPOWER LANGUAGE ACADEMY,6402 LINDA VISTA RD.,SAN DIEGO,CA,92111,6013,(858) 292-1304,1,1,146,SAN DIEGO,6073,USA,32.7720777500001,-117.178938008,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060237513803,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.empowercharter.org,,139,KG,06,602375,7,NOT AVAILABLE,-13044299.7107471,3865090.02680595
